timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1765016670064,22,get capacity,200,,notification 1-11,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,22,0,0
1765016670058,29,get slot,200,,notification 1-17,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,28,0,0
1765016670048,41,get capacity,200,,notification 1-5,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,41,0,0
1765016670039,51,get capacity,200,,notification 1-6,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,51,0,0
1765016670058,33,get capacity,200,,notification 1-16,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,32,0,0
1765016670051,42,get slot,200,,notification 1-9,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,41,0,0
1765016670055,38,get capacity,200,,notification 1-4,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,38,0,0
1765016670056,41,get capacity,200,,notification 1-13,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,40,0,0
1765016670071,28,get slot,200,,notification 1-3,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,27,0,0
1765016670067,32,get capacity,200,,notification 1-20,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,31,0,0
1765016670053,46,get slot,200,,notification 1-10,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,46,0,0
1765016670071,28,get slot,200,,notification 1-12,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,28,0,0
1765016670071,29,get slot,200,,notification 1-7,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,28,0,0
1765016670064,36,get capacity,200,,notification 1-19,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,35,0,0
1765016670074,30,get slot,200,,notification 1-2,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,29,0,0
1765016670066,38,get capacity,200,,notification 1-14,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,37,0,0
1765016670097,12,get slot,200,,notification 1-13,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,12,0,0
1765016670071,40,get capacity,200,,notification 1-18,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,40,0,0
1765016670086,27,get slot,200,,notification 1-11,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,27,0,0
1765016670099,17,get slot,200,,notification 1-20,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,14,0,0
1765016670091,26,get slot,200,,notification 1-6,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,26,0,0
1765016670093,24,get slot,200,,notification 1-4,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,24,0,0
1765016670079,40,get capacity,200,,notification 1-15,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,39,0,0
1765016670080,42,get capacity,200,,notification 1-1,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,41,0,0
1765016670087,35,get capacity,200,,notification 1-17,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,35,0,0
1765016670090,34,get slot,200,,notification 1-5,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,34,0,0
1765016670079,46,get slot,200,,notification 1-8,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,45,0,0
1765016670099,27,get capacity,200,,notification 1-3,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,27,0,0
1765016670091,38,get slot,200,,notification 1-16,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,38,0,0
1765016670093,37,get capacity,200,,notification 1-9,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,37,0,0
1765016670100,30,get slot,200,,notification 1-19,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,30,0,0
1765016670104,26,get slot,200,,notification 1-14,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,26,0,0
1765016670112,19,get slot,200,,notification 1-18,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,19,0,0
1765016670100,31,get capacity,200,,notification 1-7,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,31,0,0
1765016670099,35,get capacity,200,,notification 1-10,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,35,0,0
1765016670099,35,get capacity,200,,notification 1-12,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,35,0,0
1765016670104,32,get capacity,200,,notification 1-2,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,32,0,0
1765016670109,29,get capacity,200,,notification 1-13,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,28,0,0
1765016670119,18,get slot,200,,notification 1-15,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,18,0,0
1765016670122,16,get slot,200,,notification 1-17,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,16,0,0
1765016670122,18,get slot,200,,notification 1-1,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,18,0,0
1765016670114,26,get capacity,200,,notification 1-11,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,26,0,0
1765016670116,26,get capacity,200,,notification 1-20,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,26,0,0
1765016670117,25,get capacity,200,,notification 1-4,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,25,0,0
1765016670117,25,get capacity,200,,notification 1-6,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,25,0,0
1765016670126,18,get slot,200,,notification 1-3,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,18,0,0
1765016670124,22,get capacity,200,,notification 1-5,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,22,0,0
1765016670131,17,get slot,200,,notification 1-7,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,17,0,0
1765016670129,20,get capacity,200,,notification 1-16,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,20,0,0
1765016670125,24,get capacity,200,,notification 1-8,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,24,0,0
1765016670130,19,get slot,200,,notification 1-9,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,19,0,0
1765016670137,12,get slot,200,,notification 1-2,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,12,0,0
1765016670135,14,get slot,200,,notification 1-10,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,14,0,0
1765016670135,14,get slot,200,,notification 1-12,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,14,0,0
1765016670130,19,get capacity,200,,notification 1-19,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,19,0,0
1765016670130,22,get capacity,200,,notification 1-14,text,true,,412,496,20,20,http://localhost:9967/api/scheduling/vets/1/capacity?date=2025-12-30,22,0,0
1765016670138,16,get slot,200,,notification 1-13,text,true,,344,493,20,20,http://localhost:9967/api/scheduling/vets/1/slots?date=2025-12-30,16,0,0
